record_id,equipment_id,equipment_type,operating_hours,engine_temperature_C,vibration_level,oil_pressure_bar,fuel_rate_L_per_hr,load_tons,ambient_temperature_C,failure
2904,EQ0022,Crusher,779,107.04,0.485,3.67,49.15,32.5,14.4,1
2905,EQ0092,Loader,7529,107.61,0.544,2.85,55.84,133.2,19.23,1
2906,EQ0029,Crusher,5587,95.15,0.783,2.41,39.27,124.8,27.3,0
2907,EQ0013,Crusher,336,105.58,0.637,2.41,41.42,63.4,32.72,1
2908,EQ0002,Loader,6904,90.59,0.504,2.08,42.57,132.2,28.45,0
2909,EQ0029,Crusher,2523,80.07,0.289,2.77,39.52,137.7,32.03,0
2910,EQ0180,Drill,1132,88.92,0.425,2.81,44.34,64.4,29.18,1
2911,EQ0027,Excavator,6439,108.83,0.607,3.39,26.31,84.4,35.66,0
2912,EQ0050,Crusher,3040,83.07,0.324,3.01,41.64,181.9,36.92,0
2913,EQ0095,Drill,5509,95.0,0.821,2.75,28.98,114.4,23.44,0
2914,EQ0151,Excavator,3232,95.27,0.502,2.94,32.3,149.3,33.3,0
2915,EQ0088,Excavator,7180,90.9,0.507,2.48,45.86,153.8,31.05,0
2916,EQ0044,Crusher,5042,91.45,0.4,3.51,38.41,131.8,43.03,0
2917,EQ0022,Drill,7061,95.58,0.575,2.61,45.58,150.5,23.21,0
2918,EQ0171,Crusher,7830,90.5,0.326,2.43,38.23,56.6,27.3,0
2919,EQ0165,Loader,733,83.62,0.825,3.41,48.85,113.1,21.81,0
2920,EQ0189,Excavator,6922,96.72,0.698,3.29,38.09,27.6,22.16,0
2921,EQ0097,Crusher,4203,103.59,0.648,2.14,24.36,67.6,30.31,0
2922,EQ0184,Excavator,9684,101.96,0.291,3.43,41.8,103.6,29.23,0
2923,EQ0003,Drill,6587,88.52,0.531,2.63,22.65,100.0,31.25,0
2924,EQ0191,Haul Truck,3546,84.99,0.681,2.81,28.38,121.2,31.12,0
2925,EQ0118,Crusher,5838,92.73,0.589,3.09,32.94,119.4,26.59,1
2926,EQ0019,Crusher,3198,107.54,0.35,3.29,31.94,124.0,26.54,0
2927,EQ0023,Excavator,8197,100.16,0.402,3.22,35.64,125.2,22.18,0
2928,EQ0157,Drill,5576,100.63,0.432,2.98,31.66,130.0,23.79,0
2929,EQ0030,Loader,8353,102.12,0.409,2.79,28.75,91.2,27.66,0
2930,EQ0039,Drill,5281,98.37,0.729,3.21,52.33,98.3,29.18,0
2931,EQ0108,Crusher,1917,95.96,0.212,2.94,34.57,118.9,32.26,1
2932,EQ0111,Loader,8924,100.3,0.598,3.9,22.15,119.4,31.65,1
2933,EQ0025,Drill,4987,90.63,0.306,3.29,37.11,87.5,37.34,0
2934,EQ0128,Haul Truck,2698,83.68,0.356,2.54,31.0,152.4,22.16,0
2935,EQ0111,Excavator,9592,100.78,0.199,2.76,32.92,141.7,26.6,1
2936,EQ0136,Drill,2753,104.9,0.418,3.02,45.68,94.2,22.69,0
2937,EQ0106,Drill,1554,86.05,0.727,3.65,36.41,113.7,35.66,1
2938,EQ0186,Haul Truck,1238,101.58,0.54,3.71,30.78,180.3,24.99,0
2939,EQ0144,Crusher,5907,108.45,0.32,2.8,43.57,124.8,34.93,0
2940,EQ0072,Excavator,3292,94.98,0.653,2.53,49.2,131.9,36.72,0
2941,EQ0129,Drill,6216,88.46,0.685,2.47,44.29,101.7,30.48,0
2942,EQ0108,Loader,3859,95.98,0.516,3.13,20.37,110.6,29.76,0
2943,EQ0005,Drill,3129,90.6,0.805,4.15,31.08,165.3,28.23,0
2944,EQ0003,Excavator,9652,90.07,0.623,3.27,40.38,123.4,26.1,0
2945,EQ0193,Drill,5195,98.47,0.602,2.2,38.05,117.9,25.38,0
2946,EQ0132,Haul Truck,163,82.17,0.379,2.64,37.38,120.2,27.12,1
2947,EQ0104,Drill,1445,83.45,0.594,2.69,32.14,196.4,38.95,0
2948,EQ0064,Drill,1074,95.15,0.533,2.59,28.76,121.2,21.75,0
2949,EQ0106,Loader,4261,94.82,0.578,2.81,56.06,95.1,29.23,0
2950,EQ0098,Haul Truck,6062,97.75,0.397,3.18,40.22,100.3,32.27,0
2951,EQ0010,Haul Truck,9914,110.0,0.519,3.34,45.14,143.4,26.29,1
2952,EQ0149,Drill,8749,95.84,0.377,3.55,40.05,77.1,30.5,0
2953,EQ0128,Loader,6696,99.79,0.178,3.26,40.37,133.5,18.97,0
2954,EQ0046,Drill,3430,87.2,0.65,2.02,39.5,98.3,35.95,0
2955,EQ0155,Drill,1840,101.14,0.275,2.47,31.04,64.2,34.79,0
2956,EQ0066,Excavator,6155,90.79,0.516,2.92,27.88,90.6,27.41,0
2957,EQ0169,Excavator,6421,95.57,0.55,3.07,43.09,120.8,22.72,0
2958,EQ0112,Loader,2054,94.13,0.549,3.43,41.5,161.9,32.76,0
2959,EQ0013,Crusher,379,103.26,0.458,3.02,47.51,147.4,21.11,0
2960,EQ0137,Excavator,2491,84.52,0.541,3.03,45.88,111.2,21.97,0
2961,EQ0164,Crusher,9332,76.73,0.571,3.12,33.53,149.2,27.68,0
2962,EQ0086,Haul Truck,6539,93.29,0.61,2.87,49.06,109.3,37.11,0
2963,EQ0090,Excavator,1061,98.75,0.76,3.04,46.12,76.0,31.84,0
2964,EQ0058,Excavator,6927,96.22,0.535,3.56,45.53,120.6,24.12,0
2965,EQ0054,Loader,1317,104.86,0.51,2.96,57.99,74.8,17.91,0
2966,EQ0012,Crusher,8666,98.5,0.364,2.98,56.35,143.7,28.25,1
2967,EQ0014,Excavator,6107,90.49,0.565,2.98,45.52,144.2,29.51,0
2968,EQ0121,Excavator,4230,76.4,0.6,3.65,44.52,93.6,27.56,0
2969,EQ0162,Loader,1492,93.1,0.471,2.45,48.65,124.4,38.84,1
2970,EQ0181,Loader,2176,103.22,0.582,3.89,35.33,124.1,27.21,0
2971,EQ0121,Crusher,9066,91.86,0.456,2.41,35.44,146.2,14.31,0
2972,EQ0020,Haul Truck,4416,95.23,0.601,2.67,45.39,82.6,25.56,0
2973,EQ0075,Haul Truck,6296,98.37,0.637,3.37,33.15,138.0,30.73,0
2974,EQ0144,Drill,4689,86.88,0.635,3.52,44.74,80.5,30.32,0
2975,EQ0070,Excavator,8242,99.99,0.518,2.3,41.25,143.3,26.94,1
2976,EQ0056,Crusher,6360,108.1,0.344,2.45,33.15,151.9,25.95,1
2977,EQ0101,Excavator,8571,93.62,0.408,3.14,40.21,99.9,16.0,0
2978,EQ0186,Crusher,7997,85.97,0.589,4.17,50.44,156.6,28.51,0
2979,EQ0132,Crusher,4941,94.47,0.867,3.62,40.66,72.8,25.97,1
2980,EQ0111,Crusher,7261,77.2,0.449,2.88,40.69,153.0,29.5,0
2981,EQ0125,Excavator,9766,97.7,0.568,1.79,42.63,163.2,30.95,0
2982,EQ0132,Loader,1159,98.62,0.417,3.04,43.67,130.4,35.45,0
2983,EQ0020,Excavator,2022,108.41,0.354,3.18,37.35,114.1,22.27,0
2984,EQ0138,Crusher,6201,93.45,0.399,2.81,42.8,129.4,20.24,0
2985,EQ0024,Drill,4692,98.27,0.188,2.57,31.61,101.9,24.56,0
2986,EQ0154,Haul Truck,6449,88.11,0.703,3.08,33.61,198.7,23.59,1
2987,EQ0037,Crusher,2573,92.15,0.165,2.53,34.63,102.4,23.05,0
2988,EQ0054,Drill,8208,82.8,0.46,3.94,43.76,159.5,36.67,0
2989,EQ0103,Loader,8196,93.44,0.323,3.76,41.28,97.8,28.89,0
2990,EQ0149,Crusher,6848,92.56,0.367,3.33,38.93,167.9,39.83,0
2991,EQ0038,Drill,4649,97.39,0.706,3.04,45.53,180.4,27.98,0
2992,EQ0174,Crusher,694,90.01,0.53,2.67,43.03,131.6,20.97,0
2993,EQ0004,Excavator,5552,95.67,0.355,2.99,37.68,128.6,23.15,0
2994,EQ0188,Drill,606,92.33,0.412,3.82,31.72,91.3,34.15,0
2995,EQ0057,Excavator,4989,92.35,0.385,3.43,33.44,87.7,21.2,0
2996,EQ0173,Excavator,7737,95.64,0.493,3.1,28.27,128.9,31.35,0
2997,EQ0020,Drill,8312,95.32,0.526,3.46,41.12,163.7,25.86,0
2998,EQ0017,Haul Truck,1499,101.09,0.784,3.27,33.1,103.6,22.42,0
2999,EQ0119,Drill,3301,94.03,0.213,3.2,36.04,186.2,36.32,0
3000,EQ0071,Haul Truck,7954,92.2,0.495,3.49,38.98,101.7,24.47,0
3001,EQ0004,Crusher,6863,93.55,0.453,3.26,48.35,126.9,23.03,0
3002,EQ0014,Crusher,8062,89.28,0.642,3.43,47.43,127.0,27.53,1
3003,EQ0003,Drill,5290,92.12,0.553,3.08,39.56,117.0,24.95,0
3004,EQ0080,Crusher,5781,111.25,0.589,2.87,50.12,58.7,41.29,0
3005,EQ0186,Loader,3778,87.7,0.552,2.73,23.9,101.4,34.36,0
3006,EQ0055,Excavator,436,92.77,0.36,2.67,55.02,126.0,24.46,0
3007,EQ0132,Excavator,1767,91.9,0.682,2.2,45.54,117.1,25.15,0
3008,EQ0120,Haul Truck,1009,93.02,0.62,2.54,40.82,139.1,15.88,0
3009,EQ0024,Crusher,8567,92.35,0.637,2.53,32.87,142.7,28.82,0
3010,EQ0162,Haul Truck,9183,97.23,0.69,2.75,36.5,112.8,23.52,0
3011,EQ0158,Excavator,8304,81.32,0.563,3.78,44.87,91.1,28.53,1
3012,EQ0082,Excavator,5222,103.3,0.722,2.92,45.06,166.4,16.2,1
3013,EQ0147,Crusher,8253,100.06,0.557,3.12,45.35,79.3,27.84,0
3014,EQ0159,Loader,1073,85.06,0.467,3.14,34.17,102.1,38.19,0
3015,EQ0188,Loader,4370,76.85,0.499,3.79,32.56,94.5,28.32,0
3016,EQ0060,Crusher,1508,87.18,0.496,2.71,41.56,142.4,23.35,0
3017,EQ0147,Crusher,2388,93.06,0.422,2.89,46.16,159.5,27.88,0
3018,EQ0049,Haul Truck,8838,115.64,0.745,2.95,40.03,114.8,27.61,0
3019,EQ0063,Crusher,1318,99.35,0.544,3.57,51.85,126.9,41.15,0
3020,EQ0110,Loader,1520,80.54,0.514,3.67,40.27,132.9,26.0,0
3021,EQ0150,Crusher,9746,89.48,0.558,3.24,39.99,174.1,20.78,0
3022,EQ0152,Haul Truck,3477,94.57,0.947,3.62,45.36,66.8,28.13,0
3023,EQ0109,Haul Truck,7601,97.03,0.33,3.09,49.75,142.3,29.17,0
3024,EQ0076,Haul Truck,4198,84.48,0.373,2.91,29.21,131.3,31.37,0
3025,EQ0030,Haul Truck,2838,93.92,0.293,3.59,31.06,108.9,32.53,0
3026,EQ0058,Drill,7719,89.26,0.465,3.24,37.49,129.8,39.73,0
3027,EQ0117,Crusher,1942,86.17,0.537,2.63,65.27,142.2,24.43,0
3028,EQ0159,Excavator,9038,97.08,0.43,3.5,37.91,137.5,23.88,0
3029,EQ0100,Crusher,2916,101.19,0.419,2.9,39.03,184.8,16.88,1
3030,EQ0192,Drill,9163,101.73,0.521,2.83,44.95,123.8,31.97,1
3031,EQ0019,Haul Truck,594,99.6,0.425,3.45,47.82,120.8,22.68,0
3032,EQ0176,Drill,6660,91.02,0.547,2.96,41.36,114.6,33.35,0
3033,EQ0173,Loader,5610,100.72,0.667,3.19,49.31,136.6,25.05,0
3034,EQ0094,Loader,3544,97.47,0.602,3.33,30.45,119.0,38.36,0
3035,EQ0183,Crusher,9367,96.07,0.632,2.61,33.87,120.4,19.4,0
3036,EQ0113,Crusher,7643,90.11,0.663,3.19,49.3,120.5,34.14,0
3037,EQ0183,Excavator,7662,91.02,0.542,3.67,40.09,116.0,33.42,1
3038,EQ0146,Excavator,4094,95.59,0.476,2.52,29.9,101.7,31.16,0
3039,EQ0063,Loader,7353,114.52,0.384,3.22,29.42,132.5,21.3,1
3040,EQ0116,Haul Truck,145,97.41,0.441,2.59,33.51,111.4,31.19,1
3041,EQ0113,Drill,2157,90.11,0.421,3.51,40.02,138.4,28.76,0
3042,EQ0047,Excavator,763,88.34,0.61,3.51,43.74,123.3,17.02,0
3043,EQ0057,Excavator,4768,91.07,0.552,2.82,37.37,108.4,37.35,0
3044,EQ0118,Haul Truck,2129,112.42,0.605,4.1,43.08,166.9,25.93,0
3045,EQ0045,Haul Truck,5817,91.81,0.326,3.55,36.5,116.9,36.89,0
3046,EQ0161,Crusher,2796,102.25,0.715,3.35,49.79,138.7,27.59,1
3047,EQ0145,Drill,8931,91.99,0.436,3.33,60.41,99.0,33.89,0
3048,EQ0198,Haul Truck,2763,97.09,0.335,3.49,36.86,59.2,22.84,0
3049,EQ0004,Excavator,2845,101.33,0.434,2.5,43.84,103.0,29.29,0
3050,EQ0148,Excavator,5104,90.42,0.873,3.1,43.19,55.9,28.86,1
3051,EQ0047,Loader,6421,89.87,0.442,3.19,41.11,112.9,26.06,1
3052,EQ0143,Haul Truck,5225,108.27,0.451,2.8,45.23,164.1,22.78,0
3053,EQ0198,Crusher,5048,102.88,0.471,3.23,43.83,92.8,9.6,0
3054,EQ0047,Drill,4502,101.33,0.478,3.62,36.23,56.8,22.93,0
3055,EQ0078,Crusher,3527,101.3,0.383,2.79,50.53,165.0,32.2,0
3056,EQ0124,Excavator,6012,98.68,0.521,2.97,41.61,105.7,19.63,0
3057,EQ0075,Crusher,494,111.14,0.661,2.59,36.92,119.5,20.87,0
3058,EQ0103,Excavator,3697,95.35,0.547,2.11,59.55,143.6,19.39,1
3059,EQ0137,Excavator,429,99.62,0.333,3.39,39.07,135.7,29.25,0
3060,EQ0090,Excavator,872,83.39,0.448,2.99,42.04,142.5,22.64,0
3061,EQ0144,Excavator,8235,88.4,0.417,3.02,41.4,147.0,35.32,0
3062,EQ0069,Excavator,1745,85.39,0.508,2.51,38.96,67.6,32.41,0
3063,EQ0061,Loader,1887,105.19,0.7,2.91,43.59,77.6,29.2,0
3064,EQ0138,Crusher,9915,74.58,0.478,3.55,33.24,155.1,29.82,0
3065,EQ0050,Loader,1099,91.78,0.487,3.0,44.77,96.5,23.42,0
3066,EQ0003,Loader,1948,71.05,0.767,3.01,25.93,99.8,23.42,0
3067,EQ0107,Haul Truck,1661,88.35,0.631,3.1,29.62,82.1,32.27,0
3068,EQ0113,Haul Truck,873,91.07,0.586,2.38,54.61,107.9,33.48,0
3069,EQ0094,Haul Truck,7411,106.08,0.794,3.31,29.95,109.5,32.21,0
3070,EQ0118,Drill,5279,98.17,0.573,2.37,24.32,91.9,25.18,0
3071,EQ0198,Haul Truck,1903,88.33,0.202,2.53,30.15,88.4,25.65,0
3072,EQ0081,Crusher,9390,103.53,0.625,2.48,53.92,129.6,22.41,1
3073,EQ0109,Loader,2150,95.14,0.261,2.91,25.67,95.8,32.61,0
3074,EQ0051,Crusher,9890,95.3,0.568,2.82,32.35,101.8,16.23,1
3075,EQ0147,Haul Truck,847,85.38,0.243,3.0,28.33,54.4,14.77,0
3076,EQ0170,Drill,8225,87.08,0.43,2.55,37.81,178.1,15.97,0
3077,EQ0035,Drill,5960,88.4,0.445,3.5,36.51,148.3,15.14,0
3078,EQ0046,Loader,4073,95.37,0.384,3.42,36.15,105.2,36.14,0
3079,EQ0154,Crusher,9845,95.62,0.448,2.91,54.85,93.0,32.72,0
3080,EQ0069,Excavator,1715,107.35,0.655,2.76,30.41,120.3,20.81,0
3081,EQ0093,Crusher,3854,98.08,0.393,2.71,39.18,119.5,27.36,0
3082,EQ0064,Haul Truck,5606,73.34,0.582,2.84,42.71,81.7,36.79,0
3083,EQ0165,Excavator,4321,97.1,0.355,2.3,32.16,43.5,31.0,0
3084,EQ0049,Drill,5391,83.4,0.472,2.52,43.89,104.2,40.69,0
3085,EQ0149,Loader,5954,87.27,0.549,3.43,36.8,73.1,27.31,0
3086,EQ0074,Loader,316,88.5,0.351,3.15,42.99,125.1,24.07,0
3087,EQ0192,Drill,1459,89.69,0.303,3.82,39.14,125.3,21.51,0
3088,EQ0005,Haul Truck,3874,84.0,0.574,2.85,23.6,90.8,28.14,0
3089,EQ0100,Drill,5517,96.63,0.668,2.82,50.45,104.0,33.62,0
3090,EQ0070,Haul Truck,5027,83.71,0.488,2.8,56.56,172.9,28.59,0
3091,EQ0090,Excavator,4529,97.85,0.431,2.84,38.59,143.3,25.85,0
3092,EQ0004,Drill,4706,112.9,0.523,2.67,32.82,106.4,35.54,0
3093,EQ0126,Haul Truck,4578,84.37,0.508,3.14,52.05,188.8,31.17,0
3094,EQ0039,Excavator,1996,92.72,0.536,3.01,55.12,84.1,27.32,0
3095,EQ0163,Drill,7466,74.81,0.121,2.75,38.65,95.6,23.4,0
3096,EQ0129,Loader,4527,92.59,0.34,3.63,38.25,116.7,26.47,0
3097,EQ0024,Drill,5461,100.14,0.373,3.95,39.36,74.1,30.84,0
3098,EQ0057,Crusher,9191,100.77,0.523,3.58,26.6,173.7,23.32,0
3099,EQ0100,Drill,741,95.62,0.528,3.28,37.67,125.5,20.6,0
3100,EQ0070,Crusher,5446,102.11,0.595,3.38,53.72,96.3,25.12,0
3101,EQ0041,Excavator,4829,115.37,0.539,3.93,38.65,133.4,27.7,0
3102,EQ0182,Drill,3727,108.7,0.305,3.38,31.68,124.4,36.18,0
3103,EQ0174,Excavator,6694,90.82,0.717,2.71,43.97,110.9,21.04,0
3104,EQ0060,Excavator,8487,83.39,0.691,3.2,34.66,83.7,29.36,1
3105,EQ0108,Haul Truck,3375,91.75,0.311,3.31,39.47,76.9,26.33,0
3106,EQ0188,Excavator,4150,87.42,0.55,2.5,29.85,185.6,26.63,1
3107,EQ0057,Excavator,4653,98.61,0.411,2.86,31.71,79.4,37.24,0
3108,EQ0031,Drill,5025,85.55,0.521,3.55,45.9,170.9,28.49,0
3109,EQ0084,Drill,2404,94.42,0.658,2.09,40.93,94.7,22.52,1
3110,EQ0152,Loader,3443,101.7,0.82,2.37,33.79,143.7,33.33,1
3111,EQ0036,Haul Truck,2156,94.19,0.613,2.91,40.96,134.0,32.89,0
3112,EQ0158,Excavator,2908,87.43,0.544,3.18,35.14,140.0,21.99,0
3113,EQ0152,Haul Truck,7192,104.4,0.449,2.32,33.73,142.0,20.84,0
3114,EQ0108,Crusher,9516,79.97,0.527,2.94,49.31,71.7,30.46,1
3115,EQ0106,Excavator,7326,92.38,0.704,3.58,46.26,99.7,27.8,0
3116,EQ0158,Haul Truck,986,94.67,0.493,3.03,39.83,79.0,25.18,0
3117,EQ0086,Loader,8684,95.13,0.367,3.47,41.15,125.7,34.34,1
3118,EQ0135,Loader,9967,96.44,0.257,2.7,39.93,80.3,24.45,1
3119,EQ0163,Excavator,7820,99.88,0.577,2.6,43.9,60.6,30.53,0
3120,EQ0183,Crusher,2546,94.72,0.537,3.42,33.6,112.9,35.05,0
3121,EQ0014,Loader,4005,92.06,0.403,3.18,46.9,53.7,25.97,0
3122,EQ0120,Loader,6574,91.74,0.654,2.41,42.83,127.8,17.03,0
3123,EQ0138,Crusher,3691,90.11,0.437,2.6,37.9,82.3,25.58,0
3124,EQ0080,Haul Truck,2281,101.3,0.48,3.78,36.1,94.8,29.14,0
3125,EQ0144,Loader,5111,89.83,0.498,2.54,46.73,51.6,34.02,0
3126,EQ0182,Drill,5130,101.77,0.447,3.47,38.8,169.5,24.87,0
3127,EQ0106,Loader,454,95.15,0.535,2.76,34.41,76.1,38.34,0
3128,EQ0070,Haul Truck,2731,90.83,0.673,3.0,36.92,109.1,20.21,0
3129,EQ0044,Haul Truck,1621,99.95,0.329,3.15,46.15,66.2,28.98,0
3130,EQ0073,Excavator,2772,89.18,0.573,1.95,27.12,94.9,26.57,1
3131,EQ0045,Drill,2437,100.11,0.526,2.27,37.16,172.6,36.08,0
3132,EQ0184,Haul Truck,7068,96.7,0.523,3.04,48.56,128.9,19.16,0
3133,EQ0107,Crusher,728,90.23,0.631,2.64,38.65,98.3,30.55,0
3134,EQ0084,Drill,7262,99.23,0.507,3.5,42.18,119.0,26.53,0
3135,EQ0082,Drill,2779,99.37,0.572,2.2,48.69,103.2,37.17,1
3136,EQ0107,Crusher,5366,104.26,0.607,3.28,47.14,117.2,23.03,0
3137,EQ0185,Loader,4522,102.73,0.424,2.31,36.48,142.3,30.49,0
3138,EQ0021,Crusher,9730,98.93,0.545,2.82,38.96,110.1,22.97,0
3139,EQ0196,Crusher,7563,85.98,0.462,2.47,47.24,126.6,29.13,0
3140,EQ0178,Loader,9713,114.59,0.48,3.95,47.52,127.1,25.78,1
3141,EQ0161,Loader,1226,83.77,0.452,2.33,39.3,110.2,25.69,0
3142,EQ0007,Loader,1880,102.59,0.571,2.94,39.57,97.9,16.08,0
3143,EQ0070,Loader,9823,98.45,0.512,2.14,42.14,104.2,30.49,0
3144,EQ0127,Loader,9524,85.61,0.559,3.8,50.94,141.0,21.51,0
3145,EQ0143,Crusher,6671,94.01,0.497,3.2,48.54,143.5,21.3,0
3146,EQ0160,Excavator,8684,94.37,0.259,3.07,45.55,85.9,18.67,1
3147,EQ0148,Excavator,925,105.44,0.505,3.74,31.37,112.2,21.66,0
3148,EQ0143,Haul Truck,7376,89.29,0.51,3.07,37.8,97.4,31.0,0
3149,EQ0176,Excavator,2495,92.9,0.536,3.11,38.22,144.0,30.71,0
3150,EQ0199,Excavator,4245,76.31,0.411,3.07,51.35,105.9,31.98,0
3151,EQ0149,Crusher,7159,108.88,0.321,3.28,38.09,186.0,21.84,1
3152,EQ0170,Loader,5592,86.44,0.594,2.75,50.03,126.5,29.29,0
3153,EQ0154,Loader,7211,97.62,0.459,2.89,35.43,155.5,24.31,0
3154,EQ0120,Crusher,6892,94.19,0.526,3.41,36.07,89.6,33.73,0
3155,EQ0128,Excavator,9655,94.22,0.458,3.14,43.85,120.4,30.56,1
3156,EQ0142,Crusher,3651,101.48,0.499,2.94,52.55,138.5,24.06,0
3157,EQ0057,Haul Truck,7811,108.37,0.433,2.3,38.31,89.0,34.24,0
3158,EQ0165,Loader,3728,97.01,0.355,3.75,19.5,120.6,31.04,0
3159,EQ0058,Drill,1665,100.24,0.571,2.67,27.49,151.6,19.68,0
3160,EQ0021,Haul Truck,3767,97.63,0.41,3.49,42.38,110.2,17.97,0
3161,EQ0082,Haul Truck,6559,103.14,0.525,3.09,28.2,94.4,19.91,0
3162,EQ0069,Crusher,4196,91.3,0.562,2.35,33.08,174.1,37.9,0
3163,EQ0131,Excavator,1119,103.6,0.412,3.63,40.1,84.8,21.91,0
3164,EQ0087,Loader,8028,103.88,0.319,3.13,20.41,124.7,39.26,1
3165,EQ0165,Drill,9576,103.66,0.864,3.67,36.96,98.8,21.6,0
3166,EQ0049,Haul Truck,8354,89.72,0.421,2.91,30.68,91.9,20.96,0
3167,EQ0147,Drill,6065,93.65,0.594,3.35,28.01,142.2,33.28,0
3168,EQ0115,Excavator,2369,96.92,0.791,2.12,33.58,113.8,33.55,0
3169,EQ0089,Excavator,8935,84.03,0.618,2.75,31.45,132.2,31.33,0
3170,EQ0085,Drill,4821,107.76,0.455,2.36,43.76,52.3,32.06,1
3171,EQ0128,Loader,8508,94.9,0.49,2.81,49.57,135.1,23.19,1
3172,EQ0140,Excavator,295,97.27,0.375,3.24,37.08,98.4,33.0,0
3173,EQ0189,Drill,3373,90.38,0.632,2.7,35.23,63.6,29.44,0
3174,EQ0169,Haul Truck,5210,84.38,0.585,3.43,36.69,176.5,25.81,0
3175,EQ0161,Drill,7501,90.17,0.423,2.57,31.13,138.0,28.57,0
3176,EQ0178,Drill,3312,96.75,0.344,3.44,29.69,126.8,34.36,0
3177,EQ0117,Crusher,2855,100.39,0.302,3.65,26.84,157.5,30.35,0
3178,EQ0196,Excavator,1621,96.29,0.648,3.51,29.36,127.4,15.05,0
3179,EQ0127,Loader,5774,97.77,0.518,2.83,53.06,96.0,33.35,0
3180,EQ0071,Loader,1180,92.3,0.532,1.94,34.48,114.8,32.89,0
3181,EQ0086,Crusher,5723,98.97,0.377,3.29,16.47,99.6,25.73,0
3182,EQ0033,Loader,821,106.86,0.28,2.94,35.3,105.0,28.7,0
3183,EQ0081,Drill,1662,100.64,0.644,2.51,27.28,82.3,28.68,0
3184,EQ0152,Crusher,739,101.48,0.506,2.72,40.48,90.9,16.12,0
3185,EQ0061,Haul Truck,4360,97.35,0.636,3.72,39.61,146.8,25.59,0
3186,EQ0061,Excavator,5290,82.97,0.442,2.43,40.45,130.0,25.82,1
3187,EQ0098,Excavator,3836,86.64,0.464,3.23,39.67,104.9,27.05,0
3188,EQ0028,Excavator,7846,98.64,0.607,3.11,37.02,89.2,24.84,0
3189,EQ0186,Drill,189,94.91,0.61,2.82,28.35,107.8,31.98,0
3190,EQ0043,Haul Truck,1351,98.52,0.62,3.32,39.4,69.5,23.15,0
3191,EQ0169,Crusher,9394,108.41,0.456,3.82,48.15,123.8,33.46,1
3192,EQ0167,Crusher,4803,100.81,0.592,2.85,54.51,148.4,31.69,0
3193,EQ0086,Excavator,448,105.07,0.666,2.88,38.1,191.0,36.16,0
3194,EQ0177,Haul Truck,4152,95.76,0.484,3.31,38.96,86.9,38.4,0
3195,EQ0017,Haul Truck,3041,88.54,0.423,3.46,44.0,147.1,38.44,0
3196,EQ0098,Haul Truck,8537,94.54,0.701,2.94,51.95,98.8,20.89,0
3197,EQ0198,Loader,371,88.56,0.402,2.85,36.11,86.1,30.07,0
3198,EQ0198,Loader,2130,107.47,0.594,1.89,45.54,86.1,23.69,0
3199,EQ0098,Excavator,7936,101.32,0.491,2.61,33.42,124.2,47.68,0
3200,EQ0065,Haul Truck,9757,99.16,0.224,2.43,42.64,92.1,31.68,1
3201,EQ0074,Haul Truck,9487,104.89,0.669,3.34,47.76,101.8,36.5,1
3202,EQ0085,Crusher,7141,78.84,0.086,2.88,29.67,106.8,30.61,0
3203,EQ0005,Crusher,5275,99.71,0.202,2.86,35.8,97.8,12.19,0
3204,EQ0002,Excavator,9906,84.51,0.579,3.0,47.64,95.6,23.3,0
3205,EQ0022,Haul Truck,1226,94.94,0.579,2.56,44.93,47.1,23.89,0
3206,EQ0112,Excavator,4479,92.51,0.404,3.78,48.29,122.6,25.66,0
3207,EQ0057,Crusher,8808,100.29,0.522,3.65,46.79,122.0,30.16,0
3208,EQ0066,Crusher,9593,96.83,0.12,3.81,37.27,96.1,31.01,1
3209,EQ0074,Loader,8152,105.76,0.606,3.34,57.59,130.8,12.24,1
3210,EQ0098,Excavator,711,90.18,0.537,2.99,41.1,161.9,26.58,0
3211,EQ0144,Excavator,849,100.67,0.493,3.81,15.55,120.7,25.08,0
3212,EQ0112,Haul Truck,1956,96.3,0.503,2.66,37.74,159.9,36.29,0
3213,EQ0179,Haul Truck,8691,81.92,0.574,2.56,36.25,187.1,31.55,0
3214,EQ0125,Loader,1626,87.65,0.496,2.7,46.36,195.9,26.9,0
3215,EQ0167,Drill,6329,93.8,0.219,3.26,36.39,84.4,29.34,0
3216,EQ0086,Drill,8611,103.9,0.829,2.62,48.79,84.5,17.88,1
3217,EQ0076,Drill,8627,98.71,0.68,2.92,44.46,106.7,31.97,0
3218,EQ0088,Excavator,2198,85.66,0.307,2.2,32.0,123.9,25.63,0
3219,EQ0168,Excavator,7965,93.88,0.448,3.24,38.88,167.6,23.16,0
3220,EQ0038,Crusher,273,111.14,0.465,2.24,33.8,138.8,35.89,0
3221,EQ0188,Excavator,9933,95.89,0.662,2.53,41.48,83.9,29.64,0
3222,EQ0059,Excavator,600,92.38,0.176,3.61,33.75,101.7,24.01,0
3223,EQ0138,Excavator,3746,98.93,0.425,3.59,40.6,118.7,24.37,0
3224,EQ0099,Loader,6319,101.11,0.236,3.19,37.82,75.3,30.2,0
3225,EQ0192,Excavator,2463,91.35,0.457,3.14,38.78,120.4,29.73,0
3226,EQ0063,Haul Truck,7640,99.02,0.429,2.73,56.41,84.3,28.18,0
3227,EQ0049,Haul Truck,1996,92.37,0.512,2.61,37.12,70.5,20.78,0
